,Unnamed: 0,prof_id,first_name,school_id,school_name,gender
0,0,2641920,Andrew,1139,Washington and Lee University,male
1,1,2326534,Liza,1139,Washington and Lee University,female
2,2,2220049,Stephanie,1139,Washington and Lee University,female
3,3,2220050,Gordon,1139,Washington and Lee University,male
4,4,135188,George,1139,Washington and Lee University,male
5,5,2574369,Jeffrey,1139,Washington and Lee University,male
6,6,2818082,Liz,1139,Washington and Lee University,female
7,7,1697841,Melissa,1139,Washington and Lee University,female
8,8,2150453,Julie,1139,Washington and Lee University,female
9,9,2750521,Kameliya,1139,Washington and Lee University,female
10,10,2613307,Chelsea,1139,Washington and Lee University,female
11,11,1105980,Chris,1139,Washington and Lee University,mostly_male
12,12,1325122,Charles,1139,Washington and Lee University,male
13,13,120910,Marc,1139,Washington and Lee University,male
14,14,120911,Eduardo,1139,Washington and Lee University,male
15,15,1138768,George,1139,Washington and Lee University,male
16,16,352348,Janet,1139,Washington and Lee University,female
17,17,2119775,Greg,1139,Washington and Lee University,male
18,18,929888,Leigh Ann,1139,Washington and Lee University,unknown
19,19,1325156,Jasmin,1139,Washington and Lee University,female
20,20,2240615,Adrienne,1139,Washington and Lee University,female
21,21,929896,Iana,1139,Washington and Lee University,female
22,22,565356,Francoise,1139,Washington and Lee University,unknown
23,23,1325165,Daniel,1139,Washington and Lee University,male
24,24,565361,Anna,1139,Washington and Lee University,female
25,25,1210482,Sarah,1139,Washington and Lee University,female
26,26,2521201,Erica,1139,Washington and Lee University,female
27,27,1480824,James,1139,Washington and Lee University,male
28,28,2752635,Saori,1139,Washington and Lee University,female
29,29,716934,Katherine,1139,Washington and Lee University,female
30,30,1984648,Michael,1139,Washington and Lee University,male
31,31,1583242,Radhakrishnan,1139,Washington and Lee University,unknown
32,32,2549903,Matthew,1139,Washington and Lee University,male
33,33,731282,Lisa,1139,Washington and Lee University,female
34,34,2058386,Michelle,1139,Washington and Lee University,female
35,35,450707,Robert,1139,Washington and Lee University,male
36,36,845977,Patricia,1139,Washington and Lee University,female
37,37,2062494,Andrew,1139,Washington and Lee University,male
38,38,2207905,Clover,1139,Washington and Lee University,unknown
39,39,2351267,Yulia,1139,Washington and Lee University,female
40,40,2412718,Lloyd,1139,Washington and Lee University,male
41,41,100531,Edward,1139,Washington and Lee University,male
42,42,413877,Marcia,1139,Washington and Lee University,female
43,43,100537,Amanda,1139,Washington and Lee University,female
44,44,100542,Roger,1139,Washington and Lee University,male
45,45,377040,Maryanne,1139,Washington and Lee University,female
46,46,714971,Rebecca,1139,Washington and Lee University,female
47,47,944350,Molly,1139,Washington and Lee University,female
48,48,311520,Matthew,1139,Washington and Lee University,male
49,49,151778,Ted,1139,Washington and Lee University,male
50,50,151782,Theresa,1139,Washington and Lee University,female
51,51,2298090,Reema,1139,Washington and Lee University,female
52,52,309491,Tyler,1139,Washington and Lee University,mostly_male
53,53,1198325,Laurent,1139,Washington and Lee University,male
54,54,1198331,Shizuka,1139,Washington and Lee University,female
55,55,2124041,Moataz,1139,Washington and Lee University,unknown
56,56,389401,Jacob,1139,Washington and Lee University,male
